person_index,canonical_name,canonical_email,erp_us_customer_id,erp_eu_client_ref,crm_account_id,clickstream_true_event_count,clickstream_captured_event_count,clickstream_captured_variants,appears_in_erp,appears_in_crm,appears_in_clickstream
322,Kristen Morton,anthony22@example.com,CUST-00322,EU-CLI-000192,,26,4,anthony22@example.com,True,False,True
323,Daniel Serrano,wmcdowell@example.com,CUST-00323,,ACCT-00071,25,8,wmcdowell@example.com;Wmcdowell@example.com;  wmcdowell@example.com,True,True,True
324,Eugene Holland,lowedesiree@example.net,,EU-CLI-000183,,37,6,Lowedesiree@example.net;lowedesiree@example.net;loweesiree@example.net,True,False,True
325,Andrea Hester,cbrown@example.net,CUST-00325,EU-CLI-000012,ACCT-00061;ACCT-00149;ACCT-00166;ACCT-00303,37,9,cbrown@example.net;crown@example.net;CBROWN@EXAMPLE.NET,True,True,True
326,Jeremiah Wood,erik31@example.com,CUST-00326,EU-CLI-000076,,23,3,erik31@example.com,True,False,True
327,Stephanie Alexander,christinaholland@example.net,CUST-00327,,,24,2,christinaholland@example.net;christinaholland@example.net  ,True,False,True
328,Brandon Stewart,antoniomurphy@example.net,CUST-00328,EU-CLI-000168,,20,7,antoniourphy@example.net;antoniomurphy@example.net  ;antoniomurphy@example.net;  antoniomurphy@example.net,True,False,True
329,Patricia Simmons,murphydavid@example.net,CUST-00329,,ACCT-00331,30,3,Murphydavid@example.net;murphydavid@example.net,True,True,True
330,Christopher Richardson,ocampbell@example.com,,EU-CLI-000031,,32,3,ocampbell@example.com;OCAMPBELL@EXAMPLE.COM,True,False,True
331,Zachary Phillips,myerslisa@example.net,CUST-00331,EU-CLI-000189,ACCT-00087,30,7,myerslisa@example.net;ymerslisa@example.net;MYERSLISA@EXAMPLE.NET;myerslsia@example.net,True,True,True
332,Jean Russell,greenconnie@example.net,CUST-00332,,ACCT-00117;ACCT-00186,38,6,greencnonie@example.net;greenconnie@example.net;GREENCONNIE@EXAMPLE.NET;greenconnie@example.net  ,True,True,True
333,Lawrence Lawrence,jordankevin@example.net,CUST-00333,EU-CLI-000209,ACCT-00118,26,4,jordanevin@example.net;joradnkevin@example.net;jordankevin@example.net,True,True,True
334,Austin Stokes,amystevenson@example.org,CUST-00334,,ACCT-00034;ACCT-00218,28,3,amystevenson@example.org;  amystevenson@example.org,True,True,True
335,Jeffery Becker,ballardkerry@example.net,CUST-00335,,ACCT-00349,33,3,ballardkerry@example.net;ballardkrry@example.net,True,True,True
336,Ashley Palmer,pharrell@example.org,CUST-00336,EU-CLI-000221,ACCT-00100;ACCT-00212,32,5,pharrell@example.org;Pharrell@example.org,True,True,True
337,Ruth Page,rachel42@example.net,CUST-00337,,ACCT-00311,28,3,rachel42@example.net;Rachel42@example.net;rachel42@example.net  ,True,True,True
338,Shari Sullivan,kibarra@example.com,CUST-00338,EU-CLI-000235,,30,4,  kibarra@example.com;kibarra@example.com;kibarra@example.com  ;kiabrra@example.com,True,False,True
339,Kyle Williams,valenzuelamark@example.net,,,,27,5,valenzuelamark@example.net  ;falenzuelamark@example.net;valenzuelamark@example.net,False,False,True
340,Rhonda Rodriguez,hmoore@example.org,CUST-00340,EU-CLI-000259,,18,2,hmoore@example.org,True,False,True
341,Rachel Baldwin,adam45@example.net,,EU-CLI-000211,ACCT-00193;ACCT-00204,25,4,ADAM45@EXAMPLE.NET;daam45@example.net;adam45@example.net,True,True,True
342,Erin Kelly,james79@example.com,CUST-00342,EU-CLI-000260,,30,8,james79@example.com;jaems79@example.com;JAMES79@EXAMPLE.COM,True,False,True
343,Lisa Jones,johntyler@example.com,CUST-00343,EU-CLI-000024,ACCT-00057;ACCT-00182,37,4,johntyler@example.com,True,True,True
344,Adrian Romero,davidblack@example.org,CUST-00344,EU-CLI-000258,,26,3,davidblack@example.org;dafidblack@example.org,True,False,True
345,Thomas Hill,villegasjohn@example.com,,EU-CLI-000107,,27,2,villegasjohn@example.com;  villegasjohn@example.com,True,False,True
346,David Evans,nicolasjohnson@example.net,CUST-00346,EU-CLI-000255,ACCT-00006,28,2,Nicolasjohnson@example.net,True,True,True
347,Harold Davis DDS,aking@example.net,,EU-CLI-000135,,34,4,aking@example.net;akin@example.net;AKING@EXAMPLE.NET,True,False,True
348,Dr. Shawn Evans,schneiderjames@example.net,CUST-00348,,ACCT-00052,21,4,schneiderjames@example.net,True,True,True
349,Adam Robinson,nashsteven@example.net,CUST-00349,EU-CLI-000226,,24,7,nashsteven@example.net;Nashsteven@example.net,True,False,True
350,Lisa Smith,harveycory@example.com,CUST-00350,EU-CLI-000097,ACCT-00078;ACCT-00119,24,0,,True,True,True
